ACTION,AS_units,AS_COMPLETION,ROW_COMPLETION,skip,checked_for_duplicates,row_number,Source,Source DOI,author,author_doi,data_location,sample,notes,notes1,notes2,treatment_OLD,treatment,treatment_NOTES,treatment_level,latitude,longitude,lat_lon_notes,location,elevation_m,lyrtop_cm,lyrbot_cm,horizon,soil_type,ecosystem,wetland_type,aridity,plant_species,MAP(mm),MAT(°),Duration (year),year_sampled,fraction_scheme,aggregate_size_OLD,aggregate_size,amino_sugars,AS_units,gluN,gluN_units,murA,murA_units,galN,galN_units,manN,manN_units,microbial_necromass_C,MNC_units,fungal_necromass_C,FNC_units,bacterial_necromass_C,BNC_units,bacterial_biomass_C,bbc_units,fungal_biomass_C,fbc_units,microbial_biomass_C,MBC-units,microbial_biomass_N,MBN-units,soc,SOC_units,soil_C,TC_units,soil_N,TN_units,soil C/N,pH,pH_method,clay,silt,sand,texture,bulk_density,Method,other_variables_available
checked?,,,,,,2,,,,,,,,,,check,,,check,,,,,,,,,,checked,checked,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GET UNITS,,GET UNITS,,GET UNITS,CHECK UNITS,,CHECK UNITS,,,,,,,,,,,
,,,,,Y,2,,,,,,,,,,,,,,,,,,m,cm,cm,,,,,,,,,,,bulk vs. aggregate,,,,,ug/g = mg/kg,,,,,,,,mg/kg,,mg/kg,,mg/kg,,,ug/g,,ug/g,mg/kg soil,,mg/kg soil,,,,mg/g = g/kg,,mg/g = g/kg,,,,,,,,,gcm3,,
,,,,,,3,STUDY,,,,,,,,,EXPERIMENTAL,,,,,,,,,,,,,,,,,,,,,,,,AMINO SUGARS,,,,,,,,,,NECROMASS,,,,,,BIOMASS,,,,,,,,SOIL,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,MAOM,N/A,N/A,N/A,N/A,260,mg/kg,20,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4380,mg/kg,130,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4350,mg/kg,130,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4860,mg/kg,140,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,6220,mg/kg,190,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,5490,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4440,mg/kg,150,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4720,mg/kg,140,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,6670,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,5920,mg/kg,250,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,7890,mg/kg,270,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,6310,mg/kg,240,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,3980,mg/kg,140,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,6200,mg/kg,230,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,7340,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,5570,mg/kg,210,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4060,mg/kg,120,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,5900,mg/kg,190,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,580,mg/kg,210,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4360,mg/kg,130,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4110,mg/kg,150,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4750,mg/kg,160,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,5460,mg/kg,170,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,6910,mg/kg,230,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,AM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Acer saccharum, Liriodendron tulipifera, Sassafras albidum",,,,2022,POM,N/A,N/A,N/A,N/A,4750,mg/kg,170,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,7860,mg/kg,330,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,420,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6300,mg/kg,250,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,5080,mg/kg,180,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6180,mg/kg,280,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,4700,mg/kg,210,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6300,mg/kg,300,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6310,mg/kg,330,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6180,mg/kg,270,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,5330,mg/kg,190,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,6900,mg/kg,210,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM+N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,4770,mg/kg,160,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,7150,mg/kg,300,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,3410,mg/kg,180,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,5490,mg/kg,280,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,730,mg/kg,270,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,5970,mg/kg,210,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,7100,mg/kg,310,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,930,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,680,mg/kg,250,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,790,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,0,15,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,5270,mg/kg,300,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Vasilica et al. 2026,https://doi.org/10.1016/j.soilbio.2026.110202,SI,,,,,tree species; fertilization,vegetation; amendment,N/A,ECM-N,39°09′N,86°31′W,N/A,N/A,,15,30,N/A,Dystric Leptic Cambisols,forest,N/A,,"Quercus alba, Fagus grandifolia, Quercus rubra, Carya glabra, Quercus velutina",,,,2022,POM,N/A,N/A,N/A,N/A,720,mg/kg,200,mg/kg,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
